Game,Platform,Score,Genre
Arthur and th,PlayStation 2,7.5,Action
Super Mario,Wii,9,Platformer
Ms. Pac-Man,Xbox 360,7,Action
Rayman Ravi,PlayStation 2,5,Party
Gradius,NES,7,Shooter
Star Wars: Le,PlayStation P,7,Action
Gradius,Wii,7,Shooter
Lost Planet:,Wireless,6,Action
Final Fantasy,Game Boy Ad,8.5,RPG
GripShift,PlayStation 3,7,"Racing, Action"
Lost Planet:,Xbox 360,8.5,Action
24: Agent Do,Wireless,8,Action
Rocky Legacy,Wireless,5.3,Sports
Egg vs. Chick,Wireless,6.5,"Puzzle, Action"
Sam &amp;,PC,7.8,Adventure
Special Crim,Wireless,8,Simulation
Karaoke Rev,PlayStation 2,8.4,Music
Oasis,Wireless,7.2,Strategy
Diamond Rus,Wireless,7.2,"Puzzle, Action"
Gangstar: Cri,Wireless,7.4,Action
Pimp My Rid,PlayStation 2,2.2,"Racing, Action"
King Kong Pi,Wireless,7,Pinball
Happy Feet,Wireless,7.7,Platformer
Mensa Geniu,Wireless,5,Puzzle
Duckshot,Wireless,7,Hunting
Super Swing,Wii,7.3,Sports
Pimp My Rid,Xbox 360,2.9,"Racing, Action"
National Lam,Wireless,3,Party
Rock 'em Soc,Wireless,3.5,"Fighting, Action"
Metal Slug A,Wii,7.2,"Action, Compilation"
Star Trek: Le,Xbox 360,7,Action
Eragon,PlayStation P,6.4,Adventure
Chicken Littl,PlayStation 2,7.5,Action
Super Shove I,Wireless,7.7,"Puzzle, Action"
Bionicle Hero,PlayStation 2,7.9,Action
Justice Leagu,PlayStation P,6,Action
Micro Machi,Nintendo DS,5.7,Racing
Bionicle Hero,Xbox 360,7.9,Action
Heroes of Mi,PC,6.5,Strategy
Blitz: Overti,PlayStation P,6.2,"Sports, Action"
SEGA Genesi,PlayStation P,8.5,"Action, Compilation"
Tennis,Wii,5.5,Sports
Chicken Littl,Wii,7.6,Action
Lucinda Gree,PlayStation 2,6.6,Racing
Suzuki Super,PlayStation 2,3.3,Racing
Harley-David,PC,5,Racing
The Legend o,GameCube,9.5,"Action, Adventure"
Activision Hit,PlayStation P,8.2,"Action, Compilation"
Tomb Raider:,Nintendo DS,6.1,Action
Tom Clancy's,PC,8.4,Shooter
Lemmings,PlayStation 3,7.5,Puzzle
Shrek Smash,PlayStation 2,5.9,"Racing, Action"
Golden Axe,Genesis,6.5,Action
Flyboys Squa,PC,6.6,Shooter
March of the,Game Boy Ad,4.5,Adventure
Shrek Smash,Game Boy Ad,5,"Racing, Action"
Far Cry Veng,Wii,4,Shooter
Bionicle Hero,Game Boy Ad,8,Action
Golden Axe,Wii,6.5,Action
Rock 'em Soc,Game Boy Ad,1.5,Fighting
Go! Sudoku,PlayStation 3,7.1,Puzzle
Tomb Raider:,Game Boy Ad,5.5,"Action, Adventure"
Star Wars: Le,Nintendo DS,4.5,Action
Ecco the Dol,Wii,7,"Action, Adventure"
Kim Possible:,PlayStation 2,7.6,Action
Ecco the Dol,Genesis,7,Action
Blazing Ange,PlayStation 3,7,Flight
Ice Hockey,Wii,7,Sports
Alien Crush,Wii,7,Pinball
Alien Crush,TurboGrafx-1,7,Pinball
Tom Clancy's,Wireless,7.6,Action
Ice Hockey,NES,7,Sports
Assault Hero,Xbox 360,8.7,Action
Sonic Riders,PC,4.2,"Racing, Action"
Dr. Robotnik',Wii,7.5,Puzzle
Gunstar Hero,Wii,9,Action
Ice Age 2: Th,Wii,7.5,Action
Dr. Robotnik',Genesis,7.5,Puzzle
Star Trek: Le,PC,5.9,"Action, Simulation"
Rampage: To,Wii,4,Action
Tomb Raider:,GameCube,8,"Action, Adventure"
College Hoop,PlayStation 2,7.3,Sports
Harley-David,PlayStation 2,4.5,Racing
Agatha Chris,PC,6.1,Adventure
Happy Feet,Wii,4.5,Adventure
Elebits,Wii,8.3,Action
Mercury Melt,PlayStation 2,6.8,"Puzzle, Action"
Happy Feet,PC,4.5,Adventure
Horsez,PlayStation 2,2.1,Virtual Pet
Charlotte's,Nintendo DS,6.5,Adventure
Charlotte's,Game Boy Ad,6,Adventure
Gunstar Hero,Genesis,9,Action
Happy Feet,PlayStation 2,4.5,Adventure
Tornado Man,Wireless,10,Puzzle
Bomberman,Nintendo DS,8.5,"Action, Adventure"
Mario Bros.,NES,4.5,Platformer
Pocket Racer,PlayStation P,4.4,Racing
Reel Fishing:,PlayStation P,2.1,Hunting
Mario Bros.,Wii,4.5,Action
Yu-Gi-Oh! GX,PlayStation P,5.1,Strategy
Super Star So,Wii,7.5,Shooter
Full Auto 2: B,PlayStation 3,7.8,"Racing, Action"
Victory Run,Wii,6.5,Racing
Mortal Komb,PlayStation P,7,Fighting
SimCity [199,Wii,7.5,Simulation
RoboBlitz,Xbox 360,7,Action
Platypus,PlayStation P,5,Shooter
Soccer ,Wii,4.5,Sports
Luxor: Wrath,PlayStation P,6,"Puzzle, Action"
Bionicle Hero,Nintendo DS,8,Shooter
Eragon,Nintendo DS,7,"Action, RPG"
Solomon's Ke,Wii,6.5,"Puzzle, Action"
Online Chess,PlayStation P,6,Board
Donkey Kong,NES,5,Platformer
World Cham,Xbox 360,6,Card
Bonk's Adven,TurboGrafx-1,8,Platformer
Donkey Kong,Wii,5,Platformer
Eragon: Drag,Wireless,6.5,Adventure
Wildlife Zoo,PC,6.1,Simulation
Wario's Woo,Wii,8,Puzzle
Bonk's Adven,Wii,8,Platformer
The Grim Adv,Wii,6.8,Fighting
Pinball,Wii,5,Pinball
Cartoon Net,PlayStation 2,3.4,Racing
Columns,Genesis,7,Puzzle
Kirby Squeak,Nintendo DS,7.8,Platformer
Ristar,Wii,8,Platformer
Gitaroo Man,PlayStation P,8.4,"Music, Action"
WWE Smack,PlayStation P,7.8,Wrestling
Need for Spe,Wii,7.4,Racing
Columns,Wii,7,Puzzle
Traffic Mayh,Wireless,7.1,"Puzzle, Action"
Castlevania:,Nintendo DS,8.9,"Action, Adventure"
Monster Bom,Nintendo DS,4.5,"Puzzle, Action"
Secret Files:,PC,7.6,Adventure
Space Empire,PC,6.6,Strategy
Dirge of Cerb,Wireless,6.7,Action
The Last Ritu,PC,8.1,Adventure
World Racing,Xbox,4.5,Racing
Metal Gear S,PlayStation P,9,Action
Fight Night R,PlayStation 3,8.3,Sports
Bomberman ',TurboGrafx-1,8.5,"Puzzle, Action"
Happy Feet,Nintendo DS,5,Adventure
Xiaolin Show,PlayStation P,6,Action
That's So Rav,Nintendo DS,7.5,Adventure
Blitz: The Lea,Xbox 360,6.5,"Sports, Action"
Marvel: Ulti,Wii,6.5,"Action, RPG"
Donkey Kong,Wii,4,Platformer
Microsoft Fli,PC,7,"Flight, Simulation"
Mini Golf Ma,Wireless,8.8,Sports
The History C,PlayStation 2,4,Shooter
Spider-Man:,Game Boy Ad,4.5,Action
Eragon,Game Boy Ad,7.5,RPG
Bomberman ',Wii,8.5,Action
The History C,PC,5,Shooter
Donkey Kong,NES,4,Platformer
Xiaolin Show,PlayStation 2,6,Action
NOM ,Wireless,7.8,Action
Ford Bold Mo,PlayStation P,3.5,Racing
Monster 4X4,Wii,4.8,Racing
Sonic the He,Xbox 360,4.8,Platformer
The Lord of t,PC,8,Strategy
Mind Quiz,PlayStation P,4.6,"Educational, Puzzle"
Rapala Tourn,Wii,3,Hunting
Fight Night R,Wireless,8,Sports
Xiaolin Show,Xbox,6,Action
Gunpey DS,Nintendo DS,6.1,Puzzle
Rush,PlayStation P,5.2,Racing
Avatar: The L,Wii,5.1,"Action, Adventure"
GT Pro Series,Wii,4,Racing
GT Pro Series,Wii,4,Racing
The History C,Xbox 360,5,Shooter
Superman Re,Nintendo DS,5.3,Action
College Hoop,Xbox,7.4,Sports
The Sims 2: P,PlayStation P,6.4,Simulation
Gothic 3,PC,4.9,"Action, RPG"
Capcom Clas,Xbox,7,"Action, Compilation"
Naruto: Uzu,PlayStation 2,6.8,Action
Capcom Clas,PlayStation 2,7,"Action, Compilation"
Brain Boost:,Nintendo DS,4.5,"Educational, Puzzle"
Superman Re,Xbox,5,Action
Dave Mirra B,PlayStation P,2,Sports
Small Arms ,Xbox 360,8.2,"Fighting, Action"
Brain Boost:,Nintendo DS,4.5,"Educational, Puzzle"
Cars,Wii,6.8,"Racing, Action"
Rayman Ravi,Wireless,8.1,Party
Corvette Evol,PlayStation 2,4.1,Racing
NRA Gun Clu,PlayStation 2,1.5,Shooter
Superman Re,PlayStation 2,4.8,Action
College Hoop,Xbox 360,8.2,Sports
The Grim Adv,Game Boy Ad,5,Fighting
Sonic Rivals,PlayStation P,7.4,"Racing, Action"
Tom Clancy's,PC,9,Action
Uno / Skip-Bo,Game Boy Ad,7.5,"Card, Compilation"
Winx Club: T,Game Boy Ad,4.5,Action
The Sims 2: P,Game Boy Ad,6.5,Simulation
Tony Hawk's,PlayStation P,6,Sports
Camp Lazlo:,Game Boy Ad,4,Action
Superman Re,Xbox 360,5.5,Action
Devil May Cr,PC,5.8,Action
Uno 52,Game Boy Ad,7,Card
Cash Guns C,PlayStation 3,4.1,Shooter
Chicken Littl,Nintendo DS,7,Action
Heroes of An,PC,6,Strategy
Casino Royal,Wireless,6.3,Action
Summon Nig,Game Boy Ad,8.5,"Action, RPG"
Winx Club: T,Nintendo DS,5,Action
Digimon Wor,Nintendo DS,7.5,"Action, RPG"
Konductra,Nintendo DS,6.5,Puzzle
Barbie In The,Nintendo DS,7,Adventure
Foster's Hom,Game Boy Ad,5.5,Action
SOCOM: U.S.,PlayStation 2,8,Shooter
Eragon,Xbox 360,4.7,Adventure
Thrillville,PlayStation P,7.5,Simulation
Dragon Ball,PlayStation 2,8.3,Fighting
Dragon Ball,Wii,8.3,Fighting
The Sopranos,PlayStation 2,4.5,Action
Eragon,PlayStation 2,4.7,Adventure
Thrillville,Xbox,7.5,Simulation
Thrillville,PlayStation 2,7.5,Simulation
Star Trek: Ta,PlayStation P,6.4,Simulation
Eragon,Xbox,4.7,Adventure
Star Trek: Ta,Nintendo DS,6,Simulation
The Sopranos,PlayStation 2,4.5,Action
Flutter,Wireless,5,Action
Eragon,PC,4.6,Adventure
Red Steel,Wii,6,Shooter
NFL Street 3,PlayStation P,7.3,"Sports, Action"
NBA Live 07 (,Wireless,7.5,Sports
EverQuest II:,PC,8.4,RPG
Call of Duty 3,PlayStation 3,7.8,Shooter
NBA 2K7,PlayStation 3,8.5,Sports
Big Bumpin' ,Xbox 360,7,"Racing, Action"
The Legend o,Wii,9.5,"Action, Adventure"
Pocketbike R,Xbox 360,4.5,Racing
Mobile Suit G,PlayStation 3,3.2,Action
Madden NFL,Wii,8.5,Sports
Blast Factor,PlayStation 3,5.9,Shooter
Tom Clancy's,Xbox 360,9.3,Shooter
Defender,Xbox 360,5.5,Action
Rayman Ravi,Wii,8.3,Party
Madden NFL,PlayStation 3,8.3,Sports
Excite Truck,Wii,8,Racing
Tony Hawk's,Wii,7,Sports
Need for Spe,PlayStation 3,7.9,Racing
Medal of Ho,Wireless,6.7,Action
Pocketbike R,Xbox,4,Racing
Untold Legen,PlayStation 3,6.5,"Action, RPG"
Call of Duty 3,PlayStation 2,8,Shooter
Sneak King,Xbox,6.7,Action
Big Bumpin',Xbox,6.5,"Racing, Action"
Marvel: Ulti,PlayStation 3,7.9,"Action, RPG"
SEGA Genesi,PlayStation 2,8.6,"Action, Compilation"
Sneak King,Xbox 360,6.7,Action
Tiger Woods,PlayStation 3,8.3,Sports
Cabela's Afri,PC,7.3,Hunting
Dynasty War,PlayStation P,5.4,Action
Phantasy Sta,PC,5.5,RPG
Final Fantasy,Nintendo DS,7.8,RPG
Cabela's Afri,PlayStation P,7.3,Hunting
Nicktoons: B,Nintendo DS,5.5,Adventure
Left Behind:,PC,5.9,Strategy
Super Monke,Wii,8.4,Action
Strawberry S,PlayStation 2,5.1,Adventure
Call of Duty 3,Wii,7.7,Shooter
Tom and Jerr,Game Boy Ad,4.5,Action
NFL Street 3,PlayStation 2,8,"Sports, Action"
Cabela's Afri,PlayStation 2,7.3,Hunting
Gunpey,PlayStation P,4.2,Puzzle
SingStar Rock,PlayStation 2,5.3,Music
Tom and Jerr,Nintendo DS,5.5,Action
Greg Hasting,PlayStation 2,6.5,Shooter
NHL 2K7,PlayStation 3,8.6,Sports
Ridge Racer,PlayStation 3,8.2,Racing
Marvel: Ulti,Game Boy Ad,2,"Action, RPG"
NBA '07,PlayStation 3,7.8,Sports
Dead or Alive,Xbox 360,6.4,Sports
Trauma Cent,Wii,8,Simulation
Yoshi's Islan,Nintendo DS,8,"Action, Adventure"
Wii Sports,Wii,7.5,"Sports, Compilation"
Medieval II:,PC,8.8,Strategy
Warhammer:,PC,8,Strategy
Tony Hawk's,PlayStation 2,6.3,Sports
Resistance: F,PlayStation 3,9.1,Shooter
Viva Pi&ntild,Xbox 360,8.5,Virtual Pet
Mafia Wars:,Wireless,9.5,Action
Tony Hawk's,Xbox,6.3,Sports
Madden NFL,Game Boy Ad,7.5,Sports
Flushed Awa,Game Boy Ad,5,Action
Guild Wars:,PC,8.4,RPG
My Frogger T,Nintendo DS,7.5,Action
Every Extend,PlayStation P,8.1,Shooter
WWE Smack,Xbox 360,8,Wrestling
Need for Spe,Game Boy Ad,7,Racing
Tony Hawk's,PlayStation 3,7,Sports
SpongeBob S,Nintendo DS,5.5,Action
Call of Duty 3,Xbox,8.8,Shooter
Stranded,Wireless,8.2,Action
Call of Duty 3,Xbox 360,8.8,Shooter
Contra,Xbox 360,5,Action
Tony Hawk's,Xbox 360,7.8,Sports
Zatch Bell! M,PlayStation 2,3,Fighting
Desperate H,PC,8.2,Simulation
Justice Leagu,Nintendo DS,4.4,Action
Flushed Awa,PlayStation 2,4,Action
Genji: Days o,PlayStation 3,6,Action
SOCOM: U.S.,PlayStation P,8,Shooter
Inca Quest ,Wireless,7,Puzzle
Phantasy Sta,PlayStation 2,6.6,RPG
Flushed Awa,GameCube,4,Action
RoboBlitz,PC,8,Action
Gears of War,Xbox 360,9.4,Shooter
The Sims 2: P,Nintendo DS,5.1,Simulation
Lumines II,PlayStation P,9,"Puzzle, Action"
WWE Smack,PlayStation 2,8,Wrestling
Phantasy Sta,Xbox 360,6.4,RPG
Tony Hawk's,Game Boy Ad,6,Sports
Naval Battle:,Wireless,7.8,Strategy
Strategic Co,PC,5.9,Strategy
Nicktoons: B,PlayStation 2,4.2,Action
Dungeon Sie,PlayStation P,8.3,RPG
Teen Titans 2,Game Boy Ad,5,Action
Neverwinter,PC,8.5,RPG
Guitar Hero II,PlayStation 2,9.5,Music
Strawberry S,Nintendo DS,5,Adventure
Marvel: Ulti,PlayStation P,8.1,Action
Def Jam: Figh,Wireless,6.3,Fighting
Flushed Awa,Nintendo DS,4,Action
Need for Spe,Nintendo DS,7.5,Racing
Megatouch 3,Wireless,6.5,Puzzle
Pokemon Ra,Nintendo DS,7.1,"Action, RPG"
SpongeBob S,Game Boy Ad,7,Action
Games Explo,Game Boy Ad,4,Action
Monopoly: H,Wireless,7.5,Board
Family Feud,PlayStation 2,2.7,Trivia
Tom Clancy's,PlayStation 2,8.7,"Action, Adventure"
Elite Beat Ag,Nintendo DS,9.5,"Music, Action"
Nacho Libre,Nintendo DS,4,Wrestling
Tom Clancy's,Xbox,9,"Action, Adventure"
Need for Spe,PlayStation P,7,Racing
Death Jr. 2: R,PlayStation P,7.1,Action
ATV Offroad,PlayStation 2,8,Racing
Children of,Nintendo DS,8,"Action, RPG"
FIFA Soccer 0,Xbox 360,6.8,Sports
Bonk's Retur,Wireless,7.5,Platformer
Juka and the,Game Boy Ad,8,Adventure
Hitman: Bloo,Wireless,5.5,Action
Grand Theft,PlayStation P,9,Action
NHL 2K7,PlayStation 2,8.3,Sports
1701 A.D.,PC,8.2,Simulation
Need for Spe,GameCube,7.8,Racing
Scurge: Hive,Nintendo DS,7,"Action, Adventure"
Justice Leagu,Game Boy Ad,8,Action
Scurge: Hive,Game Boy Ad,8,"Action, Adventure"
Need for Spe,PlayStation 2,7.8,Racing
Final Fantasy,PlayStation 2,9.5,RPG
World Series,Xbox 360,7.2,Card
Need for Spe,PC,8.2,Racing
Final Fantasy,PlayStation 2,9.5,RPG
Need for Spe,Xbox 360,8.2,Racing
Dark Messia,PC,7,"Action, RPG"
Need for Spe,Xbox,7.8,Racing
Stronghold L,PC,5.7,Strategy
Spectral Soul,PlayStation P,5.5,RPG
WTF: Work Ti,PlayStation P,6.4,Action
American Dr,Game Boy Ad,6,Action
Eagle Eye Go,PlayStation 2,6,Sports
World Cham,PlayStation P,6,Card
Magical Star,Nintendo DS,7.5,RPG
The Sims 2: P,PC,7.4,Simulation
Avatar: The L,Game Boy Ad,6,Action
Marvel: Ulti,Xbox 360,8.2,"Action, RPG"
Harlem Glob,Game Boy Ad,2.5,Sports
Marvel: Ulti,Xbox,8.1,"Action, RPG"
Tokobot Plus:,PlayStation 2,7,Platformer
3D Tilt-a-Wo,Wireless,8,Puzzle
Avatar: The L,Nintendo DS,7,Action
The Santa Cl,Game Boy Ad,4,Action
Tony Hawk's,Nintendo DS,8.7,Sports
Marvel: Ulti,PlayStation 2,8.1,"Action, RPG"
American Dr,Nintendo DS,6.5,Action
Marvel: Ulti,PC,8.2,"Action, RPG"
Snoopy vs. th,PlayStation P,7,"Flight, Action"
F.E.A.R.,Xbox 360,9.1,Shooter
Snoopy vs. th,PlayStation 2,7,"Flight, Action"
ATV Offroad,PlayStation P,7.9,Racing
Sid Meier's R,PC,8,Simulation
Reservoir Do,PlayStation 2,3,"Action, Adventure"
Family Guy,PlayStation P,4.1,Action
Star Wars: E,PC,8.5,Strategy
Ultimate Mor,Xbox 360,7,Fighting
Family Guy,Xbox,4.1,"Action, Adventure"
Reservoir Do,Xbox,3,"Action, Adventure"
Touch Detect,Nintendo DS,5.5,Adventure
Reservoir Do,PC,3,Action
Family Guy,PlayStation 2,4.1,"Action, Adventure"
Star Trek: En,PlayStation 2,4.9,Shooter
F.E.A.R. Extra,PC,7.6,Shooter
Ford Bold Mo,Xbox,3.5,Racing
Naruto: Ninja,Game Boy Ad,5,Action
Garfield's A,Nintendo DS,4.5,Action
Ford Bold Mo,PlayStation 2,3.5,Racing
Cars,Xbox 360,7.2,"Racing, Action"
Hannah Mon,Nintendo DS,6.5,Action
Medal of Ho,PlayStation P,8.4,Shooter
Ford Bold Mo,PC,3.5,Racing
El Matador,PC,5.3,Action
JAWS Unleas,PC,6.1,Action
Battlefield 2,PC,8.4,Shooter
DEFCON,PC,8.5,Strategy
Scooby-Doo!,Nintendo DS,7,Adventure
Ace Combat,PlayStation P,8.7,"Flight, Action"
Gun Showdo,PlayStation P,8,Shooter
Contact,Nintendo DS,7.5,Adventure
The Legend o,GameCube,7.7,Platformer
The Legend o,PlayStation 2,7.7,Platformer
Ghostbusters,Wireless,5.2,Action
The Legend o,Xbox,7.7,Platformer
GTR 2,PC,9.2,"Racing, Simulation"
Capcom Clas,PlayStation P,8,"Action, Compilation"
The Sims 2: P,GameCube,7.7,Simulation
Justice Leagu,PlayStation 2,6.4,"Action, RPG"
Eureka Seven,PlayStation 2,4.7,Action
Lumines Live,Xbox 360,7.8,"Puzzle, Action"
Crash Boom,Nintendo DS,2,Party
The Grim Adv,PC,7.2,Fighting
The Sims 2: P,PlayStation 2,7.7,Simulation
Justice Leagu,Xbox,6.4,Action
Caesar IV,PC,7.7,Strategy
Destroy All H,PlayStation 2,8,Action
Tom Clancy's,Xbox 360,9,Action
The Grim Adv,GameCube,7.2,Fighting
Sam &amp;,PC,8.7,Adventure
The Legend o,Nintendo DS,7.1,Platformer
Tropical Mad,Wireless,8.5,Action
Destroy All H,Xbox,8,Action
The Grim Adv,PlayStation 2,7.2,"Fighting, Action"
Age of Empir,PC,8.2,Strategy
Open Season,Wireless,7.3,Platformer
Bully,PlayStation 2,8.9,Action
Backyard Bas,PlayStation 2,2.1,Sports
Killzone: Libe,PlayStation P,9,Action
Avatar: The L,Xbox,5.1,"Action, Adventure"
Nintendogs:,Nintendo DS,8.8,Virtual Pet
Avatar: The L,PlayStation 2,5.1,"Action, Adventure"
Avatar: The L,PlayStation P,5.1,"Action, Adventure"
Avatar: The L,GameCube,5.1,"Action, Adventure"
Backyard Bas,PC,2,Sports
Bully ( (Colle,PlayStation 2,8.9,Action
FIFA Soccer 0,Nintendo DS,7.9,Sports
Gangs of Lon,PlayStation P,4.5,Strategy
Stacked with,PlayStation P,5,Card
First Battalio,PC,6.5,Action
Asphalt 3: Str,Wireless,8,Racing
Tiger Woods,Xbox 360,8.5,Sports
Mage Knight:,PC,5.4,"Action, RPG"
Alex Rider: St,Nintendo DS,4,Action
Open Season,PlayStation P,6.3,"Action, Adventure"
Delta Force:,Wireless,7.5,Action
Joint Task Fo,PC,5.7,Strategy
Tales of the,PlayStation 2,8.3,RPG
Pacific Storm,PC,8,Strategy
Dig Dug,Xbox 360,7,Action
MotoGP [200,PlayStation P,7,Racing
Import Tuner,Xbox 360,5.9,Racing
The Suite Lif,Nintendo DS,5,Action
Bratz: Foreve,Nintendo DS,4.5,Adventure
Muppets Puz,Wireless,7.2,Party
Scarface: Mo,PlayStation P,6.5,Strategy
God Hand,PlayStation 2,3,Action
Danny Phant,Nintendo DS,6,Action
Tiger Woods,PlayStation P,8,Sports
Clubhouse G,Nintendo DS,8.5,Card
FIFA Soccer 0,PlayStation P,8.5,Sports
Mage Knight:,Nintendo DS,6.5,Strategy
Dance Dance,PlayStation 2,7,Music
FIFA Soccer 0,PC,8.5,Sports
Mortal Komb,PlayStation 2,8.5,Fighting
FIFA Soccer 0,Xbox,8.5,Sports
Mercury Melt,PlayStation P,8.5,"Puzzle, Action"
FIFA Soccer 0,PlayStation 2,8.5,Sports
Mortal Komb,PlayStation 2,8.5,Fighting
Mortal Komb,Xbox,8.5,Fighting
FIFA Soccer 0,GameCube,8.4,Sports
Warhammer,PC,8.7,Strategy
Age of Pirate,PC,7.9,Adventure
Faces of War,PC,7,Strategy
Scarface: The,Xbox,8.7,Action
Cabela's Ala,PlayStation 2,4.4,Hunting
Tiger Woods,PC,7.5,Sports
Scarface: The,PlayStation 2,8.7,Action
Tiger Woods,PlayStation 2,8.5,Sports
Tim Burton's,Wireless,6,Action
Tiger Woods,Xbox,8.5,Sports
Scarface: The,PC,8.7,Action
Totemball,Xbox 360,3.5,"Music, Action"
Bubble Bobbl,Nintendo DS,3.5,Action
Cabela's Ala,Xbox 360,4.8,Hunting
Scarface: The,PlayStation 2,8.7,Action
Rainbow Isla,Nintendo DS,5,Platformer
Scarface: The,Wireless,7.6,Action
IGPX,PlayStation 2,5.7,"Racing, Action"
The Fast and,PlayStation 2,6.6,Racing
Open Season,Xbox,6,"Action, Adventure"
Open Season,GameCube,6,"Action, Adventure"
Open Season,Xbox 360,6.3,"Action, Adventure"
Open Season,PlayStation 2,6,"Action, Adventure"
Open Season,PC,6,"Action, Adventure"
Doom (1993),Xbox 360,8.1,Shooter
World Series,Wireless,7.9,Card
NBA Live 07,Xbox,4.9,Sports
NBA Live 07,PC,4.9,Sports
NBA Live 07,Xbox 360,6,Sports
NBA Live 07,PlayStation P,6,Sports
NBA Live 07,PlayStation 2,4.9,Sports
Open Season,Game Boy Ad,7.5,"Action, Adventure"
Tom Clancy's,Wireless,7.9,Action
ParaWorld,PC,7.8,Strategy
NBA 2K7,Xbox,8.8,Sports
NBA 2K7,PlayStation 2,8.7,Sports
Texas Hold ',iPod,7.3,Card
Valkyrie Profi,PlayStation 2,8.5,RPG
Just Cause,PC,6.8,Action
Open Season,Nintendo DS,7,"Action, Adventure"
Baten Kaitos,GameCube,8.3,"Card, RPG"
Mario vs. Do,Nintendo DS,7,Action
Flying Toaste,Wireless,4.8,"Puzzle, Action"
NBA '07,PlayStation 2,7,Sports
Guilty Gear J,PlayStation P,7.5,Fighting
Naruto: Clas,GameCube,8.2,Fighting
NBA '07,PlayStation P,8,Sports
Brain Challen,Wireless,8.3,"Educational, Puzzle"
NBA 2K7 ,Xbox 360,8.3,Sports
One Piece: Pi,PlayStation 2,4.5,Party
One Piece: Pi,GameCube,4.5,Party
Pokemon My,Nintendo DS,6.5,RPG
Pokemon My,Game Boy Ad,6.5,RPG
Pirates of the,Game Boy Ad,7,Action
World Series,PC,7.2,Card
Air Strike 194,Wireless,7.4,Shooter
World Series,PlayStation P,7.2,Card
Samurai War,PlayStation 2,5.8,Action
World Series,PlayStation 2,7.2,Card
Samurai War,Xbox 360,5.5,Action
Monster Hou,Game Boy Ad,7,"Action, Adventure"
Cooking Ma,Nintendo DS,7,Simulation
Just Cause,Xbox 360,6.8,Action
Bejeweled,iPod,3,Puzzle
Just Cause,Xbox,6.8,Action
NHL 07,PlayStation P,7.9,Sports
Just Cause,PlayStation 2,5.5,Action
Dragon Ques,Nintendo DS,8.5,RPG
LEGO Star W,Nintendo DS,3.5,"Action, Adventure"
The Godfath,PlayStation P,6.2,Action
Bad Day L.A.,PC,2.7,Action
Vortex,iPod,7.5,Puzzle
Coffee Tycoo,PC,4,Simulation
The Godfath,Xbox 360,7.9,"Action, Adventure"
Madden NFL,Xbox 360,8.5,Sports
Pac-Man,iPod,5,Action
Tetris,iPod,7,Puzzle
Mini Golf,iPod,7.8,Sports
Shot-Online,PC,5.1,Sports
Zuma,iPod,8,Puzzle
Okami,PlayStation 2,9.1,Adventure
Rapala Troph,PlayStation P,7,Sports
Big Oil,PC,3.3,Simulation
Space Harrier,Wireless,3,Action
IQ Academy,Wireless,6.9,Puzzle
Rengoku II: T,PlayStation P,5.9,Action
Scramble,Xbox 360,4.5,Action
Harvest Moo,Nintendo DS,6,Simulation
Mario Hoops,Nintendo DS,6.8,Sports
LEGO Star W,PlayStation P,8,"Action, Adventure"
Bounty Houn,PlayStation P,7,"Action, RPG"
NHL 2K7,Xbox 360,8.9,Sports
NHL 2K7,Xbox,8.3,Sports
NHL 07,Xbox 360,8.7,Sports
NHL 07,Xbox,8,Sports
NHL 07,PlayStation 2,8,Sports
Company of,PC,9.4,Strategy
Bomberman,PlayStation P,7,Action
NHL 07 ,PC,8,Sports
MechAssault,Nintendo DS,7,Action
World Cham,PlayStation 2,6.6,Card
Barnyard,PC,6,Action
Spy Hunter:,PlayStation 2,6,"Racing, Action"
LEGO Star W,Game Boy Ad,7.8,"Action, Adventure"
Pirates: Lege,PlayStation 2,5,"Action, Adventure"
ProStroke Gol,PlayStation 2,7,Sports
Payout Poker,PlayStation P,4,Casino
Spy Hunter:,Xbox,6,"Racing, Action"
Mega Man Z,Nintendo DS,8.2,Platformer
NASCAR 07,PlayStation 2,7.5,Racing
NASCAR 07,Xbox,7.5,Racing
Topolon,Wireless,8.9,Puzzle
Street Racing,Game Boy Ad,5.5,Racing
LEGO Star W,Xbox,8.4,"Action, Adventure"
LEGO Star W,PC,8,"Action, Adventure"
Big Mutha Tr,Nintendo DS,6,Racing
Big Mutha Tr,Game Boy Ad,5,Racing
ATV Offroad,Wireless,6.6,Racing
ProStroke Gol,Xbox,7,Sports
Test Drive U,Xbox 360,8,Racing
LEGO Star W,PlayStation 2,8.4,"Action, Adventure"
LEGO Star W,Xbox 360,8.4,"Action, Adventure"
LEGO Star W,GameCube,8.4,"Action, Adventure"
Madden NFL,Wireless,4.5,Sports
Madden NFL,Wireless,8,Sports
Perimeter: E,PC,7.6,Strategy
Yakuza,PlayStation 2,8.2,"Action, Adventure"
LocoRoco,PlayStation P,9,"Puzzle, Action"
Tetris Mania,Wireless,6.7,Puzzle
NASCAR,PlayStation P,6.8,Racing
Navy Battle,Wireless,7.4,Strategy
Family Guy:,Wireless,4.5,Action
Bomberman:,Xbox 360,3,Action
Iron Warriors,PC,6,Simulation
Karate Spirits,Wireless,6.9,Fighting
Dance Factor,PlayStation 2,3.5,Music
Time Pilot,Xbox 360,5,Action
My Dog,Wireless,8,Virtual Pet
